restaurant_name,address,location,primary_cuisine,rating,votes,cost_for_two,sentiment_compound,cluster,segment
Savoury - Sea Shell Restaurant,"10, Near Maruti Sagar Automobiles, Bhavani Layout, Bannerghatta Road, Bangalore",Bannerghatta Road,Arabian,3.9,1230,900,0.639,1,Budget crowd-pleasers
Savoury - Sea Shell Restaurant,"10, Near Maruti Sagar Automobiles, Bhavani Layout, Bannerghatta Road, Bangalore",Bannerghatta Road,Arabian,3.9,1230,900,0.616,1,Budget crowd-pleasers
Savoury - Sea Shell Restaurant,"10, Near Maruti Sagar Automobiles, Bhavani Layout, Bannerghatta Road, Bangalore",Bannerghatta Road,Arabian,3.9,1230,900,0.608,1,Budget crowd-pleasers
Savoury - Sea Shell Restaurant,"10, Near Maruti Sagar Automobiles, Bhavani Layout, Bannerghatta Road, Bangalore",Bannerghatta Road,Arabian,3.9,1230,900,0.641,1,Budget crowd-pleasers
Savoury - Sea Shell Restaurant,"10, Near Maruti Sagar Automobiles, Bhavani Layout, Bannerghatta Road, Bangalore",Bannerghatta Road,Arabian,3.9,1230,900,0.622,1,Budget crowd-pleasers
Savoury - Sea Shell Restaurant,"28, 1st Cross, Maruthi Nagar, Madiwala, BTM, Bangalore",BTM,Arabian,3.9,468,750,0.428,1,Budget crowd-pleasers
Savoury - Sea Shell Restaurant,"28, 1st Cross, Maruthi Nagar, Madiwala, BTM, Bangalore",BTM,Arabian,3.9,468,750,0.407,4,Hidden gems
Savoury Express,"Main Road, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,Arabian,3.6,32,800,0.635,0,Mass-market favourites
Savoury Express,"Main Road, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,Arabian,3.6,32,800,0.546,0,Mass-market favourites
Savoury Restaurant,"183, Kammanahalli Main Road, Kammanahalli, Bangalore",Kammanahalli,Arabian,3.7,380,800,0.768,1,Budget crowd-pleasers
Savoury Restaurant,"183, Kammanahalli Main Road, Kammanahalli, Bangalore",Kammanahalli,Arabian,3.7,380,800,0.769,1,Budget crowd-pleasers
Savoury Restaurant,"183, Kammanahalli Main Road, Kammanahalli, Bangalore",Kammanahalli,Arabian,3.7,380,800,0.729,1,Budget crowd-pleasers
Savoury Restaurant,"27, Mosque Road, Frazer Town, Bangalore",Frazer Town,Arabian,4.1,1453,800,0.863,1,Budget crowd-pleasers
Savoury Restaurant,"27, Mosque Road, Frazer Town, Bangalore",Frazer Town,Arabian,4.1,1453,800,0.863,1,Budget crowd-pleasers
Savoury Restaurant,"27, Mosque Road, Frazer Town, Bangalore",Frazer Town,Arabian,4.1,1453,800,0.868,1,Budget crowd-pleasers
Savoury Restaurant,"69, Kaikondrahalli, Sarjapur Road, Bangalore",Sarjapur Road,Arabian,2.9,833,800,0.47,4,Hidden gems
Savoury Restaurant,"69, Kaikondrahalli, Sarjapur Road, Bangalore",Sarjapur Road,Arabian,2.9,833,800,0.333,4,Hidden gems
Savoury Restaurant,"69, Kaikondrahalli, Sarjapur Road, Bangalore",Sarjapur Road,Arabian,2.9,833,800,0.451,4,Hidden gems
Savoury Restaurant,"69, Kaikondrahalli, Sarjapur Road, Bangalore",Sarjapur Road,Arabian,2.9,833,800,0.444,4,Hidden gems
Savoury Restaurant,"84, Hosur Main Road, Madivala, BTM, Bangalore",BTM,Arabian,3.9,421,800,0.586,1,Budget crowd-pleasers
Savoury Restaurant,"84, Hosur Main Road, Madivala, BTM, Bangalore",BTM,Arabian,3.9,421,800,0.588,1,Budget crowd-pleasers
Savoury Restaurant,"84, Hosur Main Road, Madivala, BTM, Bangalore",BTM,Arabian,3.9,421,800,0.588,1,Budget crowd-pleasers
Savoury Restaurant,"84, Hosur Main Road, Madivala, BTM, Bangalore",BTM,Arabian,3.9,421,800,0.588,1,Budget crowd-pleasers
Savoury Restaurant,"84, Hosur Main Road, Madivala, BTM, Bangalore",BTM,Arabian,3.9,421,800,0.588,1,Budget crowd-pleasers
SB FOODS,"71, 23rd Main, Marenahalli, 2nd Phase, JP Nagar, Bangalore",JP Nagar,South Indian,3.3,4,250,0.92,0,Mass-market favourites
Sbarro,"2nd Floor, Food Court, Phoenix Market City Mall, Whitefield, Bangalore",Whitefield,Pizza,2.7,263,500,0.682,0,Mass-market favourites
Sbarro,"3rd Floor, Orion Mall, Brigade Gateway, Dr. Rajkumar Road, Near Yeshwantpur, Malleshwaram, Bangalore",Malleshwaram,Pizza,2.8,270,500,0.578,4,Hidden gems
Sbarro,"3rd Floor, Orion Mall, Brigade Gateway, Dr. Rajkumar Road, Near Yeshwantpur, Malleshwaram, Bangalore",Malleshwaram,Pizza,2.8,270,500,0.62,4,Hidden gems
Sbarro,"413, Ground Floor, 7th Cross, Domlur, Bangalore",Domlur,Pizza,3.4,16,500,0.256,4,Hidden gems
Sbarro,"413, Ground Floor, 7th Cross, Domlur, Bangalore",Domlur,Pizza,3.4,16,500,0.256,4,Hidden gems
Sbarro,"Prestige Shantiniketan, B Towers, Food Court, Whitefield, Bangalore",Whitefield,Pizza,3.3,82,500,0.392,4,Hidden gems
Sbarro,"Prestige Shantiniketan, B Towers, Food Court, Whitefield, Bangalore",Whitefield,Pizza,3.3,82,500,0.818,0,Mass-market favourites
Scoops N Smiles,"1914/A/2, 10th Main Rd, A Block, Milk Colony, Subramanyanagar, 2 State, Rajajinagar, Bangalore",Rajajinagar,Desserts,3.3,7,200,0.807,0,Mass-market favourites
Scottish Pub,"17/21, Vasavi Complex, St. Marks Road, Bangalore",St. Marks Road,Finger Food,3.9,191,600,0.794,1,Budget crowd-pleasers
Sea Green Cafe,"1036, Srinidhi Plaza, 3rd floor, Above Nilgiris, Stage 2, Banashankari, Bangalore",Banashankari,Cafe,3.3,4,500,0.872,0,Mass-market favourites
Sea Horse,"1, 33rd Main Road, 6th Phase, JP Nagar, Bangalore",JP Nagar,South Indian,3.4,9,400,-0.605,2,Premium destination
Sea Lions BBQ & Grills,"24, 46th Cross, 5th Block Jayanagar, Bangalore",Jayanagar,North Indian,4.6,545,1100,0.968,3,Low-traction small places
Sea Lions BBQ & Grills,"24, 46th Cross, 5th Block Jayanagar, Bangalore",Jayanagar,North Indian,4.6,545,1100,0.861,3,Low-traction small places
Sea Lions BBQ & Grills,"24, 46th Cross, 5th Block Jayanagar, Bangalore",Jayanagar,North Indian,4.6,545,1100,0.843,3,Low-traction small places
Sea Lions BBQ & Grills,"24, 46th Cross, 5th Block Jayanagar, Bangalore",Jayanagar,North Indian,4.6,545,1100,0.878,3,Low-traction small places
Sea Pot,"92/5, Opposite Home Town, Marathahalli Outer Ring Road, Near Innovative Multiplex, Aswath Nagar, Marathahalli, Bangalore",Marathahalli,Seafood,3.5,11,800,0.827,0,Mass-market favourites
Sea Pot,"92/5, Opposite Home Town, Marathahalli Outer Ring Road, Near Innovative Multiplex, Aswath Nagar, Marathahalli, Bangalore",Marathahalli,Seafood,3.5,11,800,0.866,0,Mass-market favourites
Sea Rock,"6/4, 1st and 2nd Floor, Above Shivananda Stores, Shivananda Circle, Seshadripuram, Bangalore",Seshadripuram,Mangalorean,4.6,514,1000,0.855,1,Budget crowd-pleasers
Sea Rock,"6/4, 1st and 2nd Floor, Above Shivananda Stores, Shivananda Circle, Seshadripuram, Bangalore",Seshadripuram,Mangalorean,4.6,514,1000,0.848,1,Budget crowd-pleasers
Sea Route,"725, MK Towers, Modi Hospital Road, 1st Stage, Rajajinagar, Bangalore",Rajajinagar,Seafood,4.1,428,1100,0.933,1,Budget crowd-pleasers
Sea Route,"725, MK Towers, Modi Hospital Road, 1st Stage, Rajajinagar, Bangalore",Rajajinagar,Seafood,4.1,428,1100,0.942,1,Budget crowd-pleasers
Sea Route,"725, MK Towers, Modi Hospital Road, 1st Stage, Rajajinagar, Bangalore",Rajajinagar,Seafood,4.1,428,1100,0.942,1,Budget crowd-pleasers
Sea Salt,"1, Opposite Mind & Brain Hospital, Kodegahalli Main Road, Sahakara Nagar, Bangalore",Sahakara Nagar,South Indian,3.7,18,600,0.936,0,Mass-market favourites
Sea Spice by 7 Star,"1890, Shetty Gardenia, 9th Main, Kaverinagar, 2nd Stage, Banashankari, Bangalore",Banashankari,Seafood,4.0,350,1200,0.959,3,Low-traction small places
Seafood Dot Grill,"RG Royal Convention Hall, 19/1, Old 77, Behind Ravindu Toyota, Mahalakshmi Layout, Yeshwantpur, Bangalore",Yeshwantpur,Seafood,3.9,36,1200,0.947,0,Mass-market favourites
Seafood Place,"4, Subedar Garden, Sri Krishna Temple Road, Indiranagar, Bangalore",Indiranagar,Chinese,4.1,298,800,0.737,1,Budget crowd-pleasers
Seafood Place,"4, Subedar Garden, Sri Krishna Temple Road, Indiranagar, Bangalore",Indiranagar,Chinese,4.1,298,800,0.725,1,Budget crowd-pleasers
SEAPOT,"SeaPot No.92/5, 4th floor, Outer Ring Road, Maratahalli, Bangalore, Marathahalli, Bangalore",Marathahalli,North Indian,3.5,8,600,0.91,0,Mass-market favourites
SEAPOT,"SeaPot No.92/5, 4th floor, Outer Ring Road, Maratahalli, Bangalore, Marathahalli, Bangalore",Marathahalli,North Indian,3.5,8,600,0.901,0,Mass-market favourites
Season - Adarsh Hamilton,"2/4, Langford Garden Road, Richmond Road, Bangalore",Richmond Road,North Indian,4.3,334,1200,0.88,3,Low-traction small places
Season - Adarsh Hamilton,"2/4, Langford Garden Road, Richmond Road, Bangalore",Richmond Road,North Indian,4.3,334,1200,0.882,3,Low-traction small places
Season - Adarsh Hamilton,"2/4, Langford Garden Road, Richmond Road, Bangalore",Richmond Road,North Indian,4.3,334,1200,0.869,3,Low-traction small places
Season - Adarsh Hamilton,"2/4, Langford Garden Road, Richmond Road, Bangalore",Richmond Road,North Indian,4.3,334,1200,0.833,3,Low-traction small places
Season - Adarsh Hamilton,"2/4, Langford Garden Road, Richmond Road, Bangalore",Richmond Road,North Indian,4.3,334,1200,0.833,3,Low-traction small places
Seasons,"7, DSR Galleria, Opp Kalyani Motors, Bilekahalli Gate, Bannerghatta Road, Bangalore",Bannerghatta Road,North Indian,3.8,500,1000,0.332,4,Hidden gems
Seasons,"7, DSR Galleria, Opp Kalyani Motors, Bilekahalli Gate, Bannerghatta Road, Bangalore",Bannerghatta Road,North Indian,3.8,500,1000,0.342,4,Hidden gems
Seasons,"Near BMTC Bus Stop, Electronic City, Bangalore",Electronic City,North Indian,2.9,380,1000,0.219,4,Hidden gems
Second Wife Cafe,"4, 1634, 22nd Cross, 26th Main, Sector 2, HSR, Bangalore",HSR,Arabian,3.8,61,400,0.777,0,Mass-market favourites
Second Wife Cafe,"4, 1634, 22nd Cross, 26th Main, Sector 2, HSR, Bangalore",HSR,Arabian,3.8,61,400,0.817,0,Mass-market favourites
Sector 7 CafÃ?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â©,"1136, Above Andhra Bank, 17th Cross Road, Muneswara Nagar, Sector 7, HSR, Bangalore",HSR,Cafe,4.3,1108,700,0.923,1,Budget crowd-pleasers
Sector 7 CafÃ?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â©,"1136, Above Andhra Bank, 17th Cross Road, Muneswara Nagar, Sector 7, HSR, Bangalore",HSR,Cafe,4.3,1108,700,0.906,1,Budget crowd-pleasers
Sector 7 CafÃ?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â©,"1136, Above Andhra Bank, 17th Cross Road, Muneswara Nagar, Sector 7, HSR, Bangalore",HSR,Cafe,4.3,1105,700,0.902,1,Budget crowd-pleasers
Sector 7 CafÃ?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â©,"1136, Above Andhra Bank, 17th Cross Road, Muneswara Nagar, Sector 7, HSR, Bangalore",HSR,Cafe,4.3,1105,700,0.819,1,Budget crowd-pleasers
Sector 7 CafÃ?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â©,"1136, Above Andhra Bank, 17th Cross Road, Muneswara Nagar, Sector 7, HSR, Bangalore",HSR,Cafe,4.3,1105,700,0.802,1,Budget crowd-pleasers
Sector 7 CafÃ?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â©,"1136, Above Andhra Bank, 17th Cross Road, Muneswara Nagar, Sector 7, HSR, Bangalore",HSR,Cafe,4.3,1105,700,0.832,1,Budget crowd-pleasers
Sector 7 CafÃ?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â©,"1136, Above Andhra Bank, 17th Cross Road, Muneswara Nagar, Sector 7, HSR, Bangalore",HSR,Cafe,4.3,1105,700,0.831,1,Budget crowd-pleasers
Sector 7 CafÃ?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â©,"1136, Above Andhra Bank, 17th Cross Road, Muneswara Nagar, Sector 7, HSR, Bangalore",HSR,Cafe,4.3,1105,700,0.807,1,Budget crowd-pleasers
Sector 7 CafÃ?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â©,"1136, Above Andhra Bank, 17th Cross Road, Muneswara Nagar, Sector 7, HSR, Bangalore",HSR,Cafe,4.3,1105,700,0.913,1,Budget crowd-pleasers
Sector 7 CafÃ?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â©,"1136, Above Andhra Bank, 17th Cross Road, Muneswara Nagar, Sector 7, HSR, Bangalore",HSR,Cafe,4.3,1105,700,0.908,1,Budget crowd-pleasers
Seekers Cafe,"84, St.Antony Fairy Church",BTM,Italian,3.6,25,500,0.558,0,Mass-market favourites
Seekers Cafe,"84, St.Antony Fairy Church",BTM,Italian,3.6,25,500,0.598,0,Mass-market favourites
Seekers Cafe,"84, St.Antony Fairy Church",BTM,Italian,3.6,25,500,0.681,0,Mass-market favourites
Seekers Cafe,"84, St.Antony Fairy Church",BTM,Italian,3.6,25,500,0.66,0,Mass-market favourites
SeeYa Restaurant,"44, Kodigehalli to Hoodi Main Road, Mahadevapura Post, KR Puram, Bangalore",KR Puram,North Indian,3.3,4,350,0.347,4,Hidden gems
Selfie Cafe,"340,1st B Cross Road, Koramangala 7th Block, Bangalore",Koramangala 7th Block,Beverages,3.7,19,300,0.878,0,Mass-market favourites
Sendhoor Coffee,"60, Shirdi Sai Baba Mandir Rd, Someshvarapura Layout, Jogupalya, Bengaluru",Indiranagar,Coffee,3.9,54,200,0.953,0,Mass-market favourites
Sendhoor Coffee,"60, Shirdi Sai Baba Mandir Rd, Someshvarapura Layout, Jogupalya, Bengaluru",Indiranagar,Coffee,3.9,54,200,0.869,0,Mass-market favourites
Senthur Cafe,"217, 1st Main, Koramangala 7th block, Bengaluru, Koramangala 7th Block, Bangalore",Koramangala 7th Block,South Indian,3.4,5,100,0.686,0,Mass-market favourites
Serenitea4u,"16,10th Main Road, LIC Colony, Sector 11, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,Beverages,3.4,9,100,0.648,0,Mass-market favourites
Serenitea4u,"16,10th Main Road, LIC Colony, Sector 11, Jeevan Bhima Nagar, Bangalore",Jeevan Bhima Nagar,Beverages,3.4,9,100,0.985,0,Mass-market favourites
Serranos Mexican Grill,"Ground Floor, MFAR, Manyata Tech Park, Phase 4, Nagawara, Bangalore",Nagawara,Mexican,3.7,86,400,0.357,4,Hidden gems
Sethji Home Made Food,"2148, 17th Main, 2nd Cross, HAL 2nd Stage, Near 100 Feet Road, Indiranagar, Bangalore",Indiranagar,North Indian,3.5,229,350,-0.838,2,Premium destination
Sethji Home Made Food,"2148, 17th Main, 2nd Cross, HAL 2nd Stage, Near 100 Feet Road, Indiranagar, Bangalore",Indiranagar,North Indian,3.5,229,350,-0.838,2,Premium destination
Seven Spices - Manipal County,"Manipal County, 65, Singasandra, Electronic City, Bangalore",Electronic City,North Indian,2.8,38,900,0.384,4,Hidden gems
Seven Spices - Manipal County,"Manipal County, 65, Singasandra, Electronic City, Bangalore",Electronic City,North Indian,2.8,38,900,0.384,4,Hidden gems
Seven Star,"23/35, 7th Cross, Dwarakanagar, Hosakerhalli, Banashankari, Bangalore",Banashankari,North Indian,3.4,7,250,0.966,0,Mass-market favourites
SFC Kabab Corner,"12, SNB Complex, Next to SBI Bank, Bommasandra, Electronic City, Bangalore",Electronic City,Chinese,3.6,14,350,0.919,0,Mass-market favourites
SGS Non Veg - Gundu Pulav,"12/69, 56th Cross, 4th Block, Opposite MEI Polytechnic, Rajajinagar, Bangalore",Rajajinagar,Biryani,3.5,162,400,0.095,4,Hidden gems
SGS Non Veg - Gundu Pulav,"12/69, 56th Cross, 4th Block, Opposite MEI Polytechnic, Rajajinagar, Bangalore",Rajajinagar,Biryani,3.5,162,400,0.099,4,Hidden gems
SGS Non Veg - Gundu Pulav,"14th Main, 4th Sector, HSR, Bangalore",HSR,South Indian,3.7,10,300,0.292,4,Hidden gems
SGS Non Veg - Gundu Pulav,"15/4 Museum Road, Oppsite SBI Gate No 2, Shanthala Nagar, St. Marks Road, Bangalore",St. Marks Road,Biryani,3.9,56,400,0.839,0,Mass-market favourites
SGS Non Veg - Gundu Pulav,"15/4 Museum Road, Oppsite SBI Gate No 2, Shanthala Nagar, St. Marks Road, Bangalore",St. Marks Road,Biryani,3.9,56,400,0.868,0,Mass-market favourites
SGS Non Veg - Gundu Pulav,"15/4 Museum Road, Oppsite SBI Gate No 2, Shanthala Nagar, St. Marks Road, Bangalore",St. Marks Road,Biryani,3.9,56,400,0.829,0,Mass-market favourites
SGS Non Veg - Gundu Pulav,"38th Cross, Opposite Shalini Grounds, 5th Block, Jayanagar, Bangalore",Jayanagar,Biryani,3.6,70,400,0.774,0,Mass-market favourites
SGS Non Veg - Gundu Pulav,"38th Cross, Opposite Shalini Grounds, 5th Block, Jayanagar, Bangalore",Jayanagar,Biryani,3.6,70,400,0.867,0,Mass-market favourites
SGS Non Veg - Gundu Pulav,"38th Cross, Opposite Shalini Grounds, 5th Block, Jayanagar, Bangalore",Jayanagar,Biryani,3.6,70,400,0.867,0,Mass-market favourites
SGS Non Veg - Gundu Pulav,"4, MICO Layout, 2nd Stage, Arekere, Bannerghatta Road, Bangalore",Bannerghatta Road,Biryani,3.9,121,300,0.861,0,Mass-market favourites
SGS Non Veg - Gundu Pulav,"57, Kadirenahalli Road, Banashankari, Bangalore",Banashankari,Biryani,3.8,101,400,0.515,4,Hidden gems
SGS Non Veg - Gundu Pulav,"68, 7th Main Road, N S Palya, Stage 2, BTM Layout, Bangalore",BTM,Biryani,3.6,41,400,0.591,0,Mass-market favourites
SGS Non Veg - Gundu Pulav,"710, Thubarahalli, Varthur Main Road, Whitefield, Bangalore","Varthur Main Road, Whitefield",South Indian,3.7,12,300,0.059,2,Premium destination
SGS Non Veg - Gundu Pulav,"710, Thubarahalli, Varthur Main Road, Whitefield, Bangalore","Varthur Main Road, Whitefield",South Indian,3.7,12,300,0.059,2,Premium destination
SGS Non Veg - Gundu Pulav,"Ground Floor, 162, Pearl Spec, Margosa Road, Malleshwaram, Bangalore",Malleshwaram,Biryani,3.2,7,400,-0.005,4,Hidden gems
SGS Non Veg - Gundu Pulav,"Talacauvery Layout, Opposite Basava Nagar Bus Stop, Marathahalli, Bangalore",Marathahalli,Biryani,3.1,68,400,0.098,2,Premium destination
SGS Non Veg - Gundu Pulav,"Talacauvery Layout, Opposite Basava Nagar Bus Stop, Marathahalli, Bangalore",Marathahalli,Biryani,3.1,68,400,0.114,2,Premium destination
SGS Non Veg - Gundu Pulav,"Talacauvery Layout, Opposite Basava Nagar Bus Stop, Marathahalli, Bangalore",Marathahalli,Biryani,3.1,68,400,0.182,4,Hidden gems
SGS Nonveg- Gundu Palav,"25, 9th Main, 80 Feet Road, HRBR Layout, Kalyan Nagar, Bangalore",Kalyan Nagar,Biryani,3.6,25,400,0.766,0,Mass-market favourites
SGS Nonveg- Gundu Palav,"25, 9th Main, 80 Feet Road, HRBR Layout, Kalyan Nagar, Bangalore",Kalyan Nagar,Biryani,3.6,25,400,0.78,0,Mass-market favourites
Sha-e-Darbar,"363/58-3, 1st Main Road, Near Bombay Dyeing, Opposite Indian Oil Petrol Bunk, Yeshwantpur, Bangalore",Yeshwantpur,North Indian,3.7,61,400,0.371,4,Hidden gems
Shaadi Ki Biryani,"14th Main, 4th Sector, HSR, Bangalore",HSR,Biryani,2.9,18,600,-0.66,2,Premium destination
Shaadi Ki Biryani,"14th Main, 4th Sector, HSR, Bangalore",HSR,Biryani,2.9,18,600,-0.664,2,Premium destination
Shaadi Ki Biryani,"75, Jansons Building, Next to Westside, Commercial Street, Bangalore",Commercial Street,Biryani,2.8,303,500,0.761,0,Mass-market favourites
Shaadi Ki Biryani,"75, Jansons Building, Next to Westside, Commercial Street, Bangalore",Commercial Street,Biryani,2.8,303,500,0.819,0,Mass-market favourites
Shaadi Ki Biryani,"Shop 1, 100 Feet Ring Road, 1st Phase, Stage 2, BTM, Bangalore",BTM,Biryani,3.1,32,400,-0.218,2,Premium destination
Shaadi Ki Biryani,"Shop 1, 100 Feet Ring Road, 1st Phase, Stage 2, BTM, Bangalore",BTM,Biryani,3.1,32,400,-0.317,2,Premium destination
Shaadi Ki Biryani,"Shop 1, 100 Feet Ring Road, 1st Phase, Stage 2, BTM, Bangalore",BTM,Biryani,3.1,32,400,-0.268,2,Premium destination
Shaadi Ki Biryani,"Shop 1, 100 Feet Ring Road, 1st Phase, Stage 2, BTM, Bangalore",BTM,Biryani,3.1,32,400,-0.238,2,Premium destination
Shaadi Ki Biryani,"Shop 1, 100 Feet Ring Road, 1st Phase, Stage 2, BTM, Bangalore",BTM,Biryani,3.1,32,400,-0.292,2,Premium destination
Shaadi Ki Biryani,"Shop 1, 100 Feet Ring Road, 1st Phase, Stage 2, BTM, Bangalore",BTM,Biryani,3.1,32,400,-0.217,2,Premium destination
Shaadi Ki Biryani,"Shop 710, Thubarahalli, Varthur Main Road, Whitefield, Bangalore","Varthur Main Road, Whitefield",Biryani,2.5,24,600,0.971,0,Mass-market favourites
Shaadi Ki Biryani,"Shop 710, Thubarahalli, Varthur Main Road, Whitefield, Bangalore","Varthur Main Road, Whitefield",Biryani,2.5,24,600,0.971,0,Mass-market favourites
Shaahi Mezbaan Restaurant,"4,1st Main, Opposite P.M Kalyana Mantapa, N.S Palya, BTM, Bangalore",BTM,North Indian,3.1,9,350,0.585,0,Mass-market favourites
Shaan-E-Punjab,"4th Floor, Food Court, Ascendas Park Square, Whitefield, Bangalore, ITPL Main Road, Whitefield, Bangalore","ITPL Main Road, Whitefield",North Indian,2.9,84,500,0.931,0,Mass-market favourites
Shaan-E-Punjab,"4th Floor, Food Court, Ascendas Park Square, Whitefield, Bangalore, ITPL Main Road, Whitefield, Bangalore","ITPL Main Road, Whitefield",North Indian,2.9,84,500,0.957,0,Mass-market favourites
Shaap,"487, Opposite Krishna Temple, JNC Road, 1st A Cross, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Kerala,3.6,207,500,0.008,4,Hidden gems
Shaap,"487, Opposite Krishna Temple, JNC Road, 1st A Cross, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Kerala,3.6,207,500,0.047,4,Hidden gems
Shaap,"487, Opposite Krishna Temple, JNC Road, 1st A Cross, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Kerala,3.6,207,500,0.047,4,Hidden gems
Shaap,"487, Opposite Krishna Temple, JNC Road, 1st A Cross, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Kerala,3.6,207,500,0.047,4,Hidden gems
Shaap,"83/4,13th, Main Road, HAL 2nd Stage, Doopanahalli, Indiranagar, Bangalore",Indiranagar,Kerala,4.0,243,500,0.865,1,Budget crowd-pleasers
Shaap,"83/4,13th, Main Road, HAL 2nd Stage, Doopanahalli, Indiranagar, Bangalore",Indiranagar,Kerala,4.0,243,500,0.889,1,Budget crowd-pleasers
Shabari Kitchen,"10, Venkatapura Main Road, Teacher's Colony, Jakkasandra, Koramangala 1st Block",Koramangala 1st Block,South Indian,3.5,16,150,0.91,0,Mass-market favourites
Shagun Sweets & Foods,"294, 7th Main, 7th Cross, BTM 2nd Stage, BTM, Bangalore",BTM,Mithai,3.6,223,400,0.77,0,Mass-market favourites
Shagun Sweets & Foods,"294, 7th Main, 7th Cross, BTM 2nd Stage, BTM, Bangalore",BTM,Mithai,3.6,223,400,0.77,0,Mass-market favourites
Shagun Sweets & Foods,"294, 7th Main, 7th Cross, BTM 2nd Stage, BTM, Bangalore",BTM,Mithai,3.6,223,400,0.77,0,Mass-market favourites
Shagun Sweets & Foods,"294, 7th Main, 7th Cross, BTM 2nd Stage, BTM, Bangalore",BTM,Mithai,3.6,223,400,0.77,0,Mass-market favourites
Shagun Sweets & Foods,"294, 7th Main, 7th Cross, BTM 2nd Stage, BTM, Bangalore",BTM,Mithai,3.6,223,400,0.654,0,Mass-market favourites
Shahi Darbar,"Shop 35, 100 Feet Ring Road, 4th Cross, Muniyappa Layout, Srinivagilu, Vivek Nagar Post, Ejipura, Bangalore",Ejipura,Chinese,3.3,5,300,0.0,2,Premium destination
Shahi Darbar Roll Centre,"Pipeline Road, Adjacent to MS Ramaiah Ground, Mathikere, New BEL Road, Bangalore",New BEL Road,Street Food,3.9,50,400,0.871,0,Mass-market favourites
Shahi Dasterkhwan,"Eat Street, 11, 80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore",Koramangala 6th Block,North Indian,2.9,11,400,-0.193,2,Premium destination
Shahi Family Restaurant,"12/1, Swami Vivekananda Road, Jayaraj Nagar, Someshwarpura, Ulsoor, Bangalore",Ulsoor,North Indian,3.3,89,350,0.321,4,Hidden gems
Shahi Family Restaurant,"12/1, Swami Vivekananda Road, Jayaraj Nagar, Someshwarpura, Ulsoor, Bangalore",Ulsoor,North Indian,3.3,89,350,0.738,0,Mass-market favourites
Shahi Family Restaurant,"12/1, Swami Vivekananda Road, Jayaraj Nagar, Someshwarpura, Ulsoor, Bangalore",Ulsoor,North Indian,3.3,89,350,0.468,4,Hidden gems
Shahi Grill,"Opposite Purohit Super Market, Panathur, Marathahalli, Bangalore",Marathahalli,North Indian,3.4,4,400,0.019,2,Premium destination
Shahi Hyderabadi Dum Biryani,"101, Kammanahalli Main Road, Maruthi Sevanagar, St. Thomas Town, Heerti Layout, Kacharakanahalli, Kalyan Nagar, Bangalore",Kalyan Nagar,North Indian,3.1,151,500,-0.238,2,Premium destination
Shahi Hyderabadi Dum Biryani,"101, Kammanahalli Main Road, Maruthi Sevanagar, St. Thomas Town, Heerti Layout, Kacharakanahalli, Kalyan Nagar, Bangalore",Kalyan Nagar,North Indian,3.1,151,500,-0.442,2,Premium destination
Shahi Hyderabadi Dum Biryani,"101, Kammanahalli Main Road, Maruthi Sevanagar, St. Thomas Town, Heerti Layout, Kacharakanahalli, Kalyan Nagar, Bangalore",Kalyan Nagar,North Indian,3.1,151,500,0.093,2,Premium destination
Shahi Kabab,"67, Coles Road, Frazer Town, Bangalore",Frazer Town,Rolls,3.9,41,200,0.613,0,Mass-market favourites
Shahi Rasoi,"2, Nandadeepa Complex, 24th Main, Parangipalaya Road, Opposite KEB Power Station, HSR, Bangalore",HSR,North Indian,3.1,27,600,-0.054,2,Premium destination
